LSOA code (2011);LSOA name (2011);Local Authority District code (2013);Local Authority District name (2013);IMD Score;IMD Rank (where 1 is most deprived);IMD Decile (where 1 is most deprived 10% of LSOAs);Income Score (rate);Income Rank (where 1 is most deprived);Income Decile (where 1 is most deprived 10% of LSOAs);Employment Score (rate);Employment Rank (where 1 is most deprived);Employment Decile (where 1 is most deprived 10% of LSOAs);Education, Skills and Training Score;Education, Skills and Training Rank (where 1 is most deprived);Education, Skills and Training Decile (where 1 is most deprived 10% of LSOAs);Health Deprivation and Disability Score;Health Deprivation and Disability Rank (where 1 is most deprived);Health Deprivation and Disability Decile (where 1 is most deprived 10% of LSOAs);Crime Score;Crime Rank (where 1 is most deprived);Crime Decile (where 1 is most deprived 10% of LSOAs);Barriers to Housing and Services Score;Barriers to Housing and Services Rank (where 1 is most deprived);Barriers to Housing and Services Decile (where 1 is most deprived 10% of LSOAs);Living Environment Score;Living Environment Rank (where 1 is most deprived);Living Environment Decile (where 1 is most deprived 10% of LSOAs)
E01000744;Bromley 009B;E09000006;Bromley;47,4;2720;1;0,3;2069;1;0,3;2086;1;31,5;8000;3;1,0;4558;2;0,7;6354;2;41,2;1785;1;15,6;17986;6
E01000745;Bromley 005D;E09000006;Bromley;22,3;12544;4;0,2;11766;4;0,1;16245;5;13,7;18443;6;-0,2;18559;6;0,9;4355;2;33,9;4522;2;21,0;13951;5
E01000746;Bromley 005E;E09000006;Bromley;21,6;13001;4;0,2;11558;4;0,1;16841;6;12,3;19749;7;-0,6;24749;8;1,0;3352;2;28,7;7782;3;30,8;8322;3
E01000747;Bromley 042B;E09000006;Bromley;20,2;14083;5;0,1;18775;6;0,1;21398;7;14,7;17692;6;-0,9;27664;9;0,3;11606;4;51,0;219;1;24,3;11793;4
E01000748;Bromley 042C;E09000006;Bromley;13,9;19725;7;0,1;26228;8;0,1;25617;8;12,3;19787;7;-1,1;29023;9;0,2;14116;5;41,9;1626;1;21,5;13641;5
E01000749;Bromley 036A;E09000006;Bromley;10,7;23358;8;0,1;27013;9;0,0;29542;9;8,0;23966;8;-1,3;30430;10;0,2;13093;4;38,7;2523;1;11,7;21739;7
E01000750;Bromley 036B;E09000006;Bromley;30,3;8075;3;0,2;7644;3;0,2;5441;2;30,9;8256;3;0,3;11883;4;-0,4;22846;7;41,2;1799;1;4,9;29349;9
E01000751;Bromley 036C;E09000006;Bromley;7,3;27641;9;0,1;25836;8;0,1;26317;9;6,7;25445;8;-0,7;25216;8;-0,2;19313;6;21,6;14807;5;8,4;25326;8
E01000752;Bromley 036D;E09000006;Bromley;8,4;26261;8;0,1;21974;7;0,1;26148;8;7,6;24401;8;-0,7;25305;8;0,1;15583;5;15,7;22151;7;13,7;19726;7
E01000753;Bromley 031A;E09000006;Bromley;5,6;29656;10;0,0;31446;10;0,0;29904;10;5,1;27230;9;-1,1;29033;9;-0,8;27437;9;29,4;7278;3;6,9;27099;9
E01000754;Bromley 031B;E09000006;Bromley;8,0;26697;9;0,1;26205;8;0,0;28892;9;5,3;27060;9;-1,5;31303;10;0,0;17294;6;30,7;6331;2;10,3;23224;8
E01000755;Bromley 031C;E09000006;Bromley;5,7;29581;10;0,0;30354;10;0,0;28520;9;2,9;29904;10;-1,3;30384;10;-0,4;22110;7;28,1;8293;3;5,8;28363;9
E01000756;Bromley 033D;E09000006;Bromley;4,7;30584;10;0,0;31486;10;0,0;29641;10;3,9;28666;9;-1,3;30702;10;-0,2;19759;7;17,5;19874;7;15,3;18292;6
E01000757;Bromley 031D;E09000006;Bromley;4,4;30855;10;0,0;32342;10;0,0;31732;10;3,1;29625;10;-1,8;32271;10;-0,3;21537;7;26,6;9530;3;6,1;28076;9
E01000758;Bromley 031E;E09000006;Bromley;4,7;30587;10;0,0;29588;10;0,0;30989;10;1,6;31412;10;-1,0;28397;9;-0,4;21961;7;21,7;14675;5;10,7;22816;7
E01000759;Bromley 034A;E09000006;Bromley;7,9;26812;9;0,0;29862;10;0,1;27632;9;6,6;25457;8;-1,3;30668;10;0,2;12826;4;28,2;8163;3;10,2;23288;8
E01000760;Bromley 034B;E09000006;Bromley;10,3;23802;8;0,1;25406;8;0,1;27215;9;8,5;23418;8;-1,0;28424;9;0,1;15020;5;32,1;5497;2;15,6;18059;6
E01000761;Bromley 034C;E09000006;Bromley;7,8;27001;9;0,0;29001;9;0,1;26963;9;7,2;24788;8;-1,8;32281;10;0,4;9828;3;24,4;11630;4;8,5;25300;8
E01000762;Bromley 018D;E09000006;Bromley;6,2;28927;9;0,1;25732;8;0,1;26012;8;3,9;28675;9;-1,6;31676;10;-0,6;24791;8;21,9;14479;5;12,3;21103;7
E01000763;Bromley 027A;E09000006;Bromley;5,0;30299;10;0,0;31455;10;0,0;29888;10;8,6;23384;8;-1,3;30671;10;-0,2;19207;6;19,8;17092;6;8,4;25386;8
E01000764;Bromley 027B;E09000006;Bromley;11,4;22581;7;0,1;19095;6;0,1;19669;6;10,4;21503;7;-0,6;24966;8;-0,4;22204;7;24,5;11576;4;11,5;21964;7
E01000765;Bromley 034D;E09000006;Bromley;7,1;27894;9;0,1;25578;8;0,1;24711;8;5,9;26347;9;-1,2;29747;10;0,1;14500;5;16,5;21166;7;10,2;23350;8
E01000766;Bromley 027C;E09000006;Bromley;2,7;32312;10;0,0;31642;10;0,0;28854;9;4,7;27765;9;-1,6;31861;10;-0,6;25557;8;10,4;28380;9;6,6;27516;9
E01000767;Bromley 027D;E09000006;Bromley;3,6;31699;10;0,0;31576;10;0,0;31548;10;3,6;29038;9;-1,4;31093;10;0,2;14079;5;11,6;27075;9;7,1;26937;9
E01000768;Bromley 034E;E09000006;Bromley;6,7;28379;9;0,1;26713;9;0,1;26858;9;2,2;30675;10;-0,9;28111;9;-0,2;19244;6;25,5;10555;4;7,1;26822;9
E01000769;Bromley 024A;E09000006;Bromley;25,1;10836;4;0,1;16884;6;0,1;10185;4;10,0;21862;7;-0,1;17029;6;1,9;202;1;30,1;6739;3;10,5;23047;8
E01000770;Bromley 012D;E09000006;Bromley;6,8;28291;9;0,0;31206;10;0,0;30305;10;1,4;31595;10;-1,8;32207;10;0,6;7941;3;20,5;16110;5;17,7;16367;5
E01000771;Bromley 041C;E09000006;Bromley;5,8;29400;9;0,0;30890;10;0,0;30883;10;2,9;29872;10;-1,8;32280;10;0,6;7860;3;12,1;26555;9;17,1;16810;6
E01000772;Bromley 012E;E09000006;Bromley;4,5;30824;10;0,0;28478;9;0,0;29837;10;1,6;31418;10;-1,6;31791;10;-0,1;18539;6;16,3;21441;7;12,2;21254;7
E01000773;Bromley 024B;E09000006;Bromley;6,5;28643;9;0,0;29529;9;0,0;29194;9;6,7;25386;8;-1,5;31378;10;-0,2;19221;6;22,9;13284;5;16,6;17199;6
E01000774;Bromley 041D;E09000006;Bromley;10,8;23213;8;0,1;25551;8;0,1;19984;7;10,3;21557;7;-0,4;21511;7;0,4;9913;4;16,6;21024;7;13,1;20347;7
E01000775;Bromley 024C;E09000006;Bromley;6,7;28412;9;0,0;28065;9;0,0;29742;10;5,7;26493;9;-1,6;31627;10;-0,2;20089;7;28,5;7986;3;9,0;24684;8
E01000777;Bromley 024D;E09000006;Bromley;9,4;24898;8;0,1;26411;9;0,1;26189;8;6,0;26202;8;-1,3;30705;10;0,1;14542;5;30,2;6692;3;15,7;17960;6
E01000778;Bromley 024E;E09000006;Bromley;14,4;19203;6;0,1;20701;7;0,1;19171;6;12,0;19983;7;-0,6;24699;8;0,3;12457;4;33,0;4954;2;13,3;20131;7
E01000779;Bromley 001A;E09000006;Bromley;18,5;15467;5;0,1;14732;5;0,1;18117;6;8,5;23433;8;-0,6;24166;8;1,4;1171;1;20,1;16642;6;18,2;15951;5
E01000780;Bromley 001B;E09000006;Bromley;25,9;10314;4;0,2;8185;3;0,1;10580;4;21,6;12709;4;-0,3;20109;7;1,2;2267;1;24,2;11816;4;16,3;17391;6
E01000781;Bromley 001C;E09000006;Bromley;41,6;4030;2;0,3;3083;1;0,2;6088;2;41,9;4828;2;0,5;9376;3;1,5;730;1;33,9;4526;2;10,5;22956;7
E01000782;Bromley 001D;E09000006;Bromley;53,5;1663;1;0,4;1303;1;0,3;1307;1;45,4;4084;2;0,7;7319;3;1,4;1033;1;33,5;4736;2;18,5;15774;5
E01000783;Bromley 001E;E09000006;Bromley;39,1;4767;2;0,3;3368;2;0,2;6157;2;36,3;6391;2;0,2;13817;5;1,6;483;1;31,1;6071;2;10,7;22802;7
E01000784;Bromley 002E;E09000006;Bromley;10,0;24285;8;0,1;22336;7;0,1;25545;8;8,4;23541;8;-0,8;27108;9;0,3;11831;4;21,7;14714;5;15,8;17840;6
E01000785;Bromley 001F;E09000006;Bromley;35,3;6044;2;0,3;4054;2;0,2;5718;2;26,9;9915;4;0,2;13546;5;1,3;1457;1;25,5;10557;4;16,1;17612;6
E01000786;Bromley 032A;E09000006;Bromley;13,8;19783;7;0,0;28977;9;0,1;23932;8;4,9;27502;9;-0,8;26640;9;1,6;466;1;25,7;10290;4;5,1;29132;9
E01000787;Bromley 029C;E09000006;Bromley;23,3;11851;4;0,2;12319;4;0,1;11836;4;29,1;8933;3;-0,2;19752;7;0,9;4236;2;23,8;12295;4;17,3;16610;6
E01000788;Bromley 029D;E09000006;Bromley;24,2;11290;4;0,1;12816;4;0,1;14091;5;16,5;16224;5;-0,7;25662;8;1,4;1257;1;30,1;6727;3;28,6;9368;3
E01000789;Bromley 032B;E09000006;Bromley;40,8;4271;2;0,3;1977;1;0,2;4350;2;47,1;3716;2;0,3;11326;4;0,6;8236;3;31,9;5634;2;12,7;20689;7
E01000790;Bromley 028C;E09000006;Bromley;16,4;17330;6;0,1;17305;6;0,1;20187;7;5,0;27310;9;-0,8;26636;9;0,5;8785;3;26,8;9284;3;40,4;4602;2
E01000791;Bromley 029E;E09000006;Bromley;11,3;22670;7;0,1;22385;7;0,1;18538;6;9,8;22054;7;-0,9;27478;9;0,3;11783;4;20,6;16054;5;13,0;20392;7
E01000792;Bromley 032C;E09000006;Bromley;21,7;12963;4;0,2;9757;3;0,1;11701;4;18,8;14625;5;0,0;16831;6;1,0;3751;2;17,2;20272;7;6,4;27664;9
E01000793;Bromley 032D;E09000006;Bromley;3,9;31424;10;0,0;31869;10;0,0;30734;10;2,7;30100;10;-1,8;32227;10;-0,1;18661;6;19,5;17479;6;8,1;25681;8
E01000794;Bromley 035E;E09000006;Bromley;3,8;31439;10;0,0;31330;10;0,1;27087;9;3,3;29374;9;-1,2;29701;10;-0,6;25206;8;18,6;18612;6;4,5;29848;10
E01000795;Bromley 032E;E09000006;Bromley;15,1;18537;6;0,1;14142;5;0,1;15429;5;9,6;22229;7;-0,4;22257;7;0,5;9576;3;21,8;14591;5;6,2;27949;9
E01000796;Bromley 009C;E09000006;Bromley;39,4;4679;2;0,3;2560;1;0,2;4569;2;35,9;6536;2;0,2;13003;4;0,7;6424;2;36,6;3297;2;17,0;16830;6
E01000797;Bromley 013E;E09000006;Bromley;13,2;20483;7;0,1;23731;8;0,1;21582;7;2,8;30075;10;-0,6;24344;8;0,9;3971;2;22,8;13378;5;22,9;12696;4
E01000798;Bromley 009D;E09000006;Bromley;48,8;2458;1;0,3;2127;1;0,2;3030;1;32,7;7593;3;0,6;8708;3;1,4;1114;1;38,1;2739;1;38,1;5347;2
E01000799;Bromley 004A;E09000006;Bromley;23,1;11975;4;0,2;10480;4;0,1;11866;4;12,7;19362;6;-0,6;24742;8;1,0;3722;2;23,0;13192;5;35,0;6557;2
E01000800;Bromley 009E;E09000006;Bromley;31,7;7424;3;0,2;7215;3;0,2;8442;3;18,2;15003;5;-0,2;18403;6;1,5;861;1;29,3;7282;3;32,5;7577;3
E01000801;Bromley 015E;E09000006;Bromley;24,2;11305;4;0,2;9437;3;0,1;11884;4;22,2;12351;4;0,0;15561;5;0,5;9141;3;22,7;13528;5;32,2;7687;3
E01000802;Bromley 004B;E09000006;Bromley;22,0;12747;4;0,2;11088;4;0,1;13515;5;7,9;24024;8;-0,3;20422;7;0,9;4349;2;22,6;13685;5;37,1;5696;2
E01000803;Bromley 004C;E09000006;Bromley;18,7;15277;5;0,2;12062;4;0,1;15409;5;6,3;25873;8;-0,3;19879;7;0,6;7543;3;25,1;10915;4;24,9;11419;4
E01000804;Bromley 004D;E09000006;Bromley;8,1;26657;9;0,1;25712;8;0,1;27605;9;2,5;30317;10;-1,0;28259;9;0,5;8854;3;18,5;18686;6;16,1;17626;6
E01000805;Bromley 004E;E09000006;Bromley;25,1;10802;4;0,2;12020;4;0,1;11455;4;18,6;14770;5;-0,3;20565;7;1,1;2684;1;22,7;13492;5;39,4;4902;2
E01000806;Bromley 009F;E09000006;Bromley;33,1;6872;3;0,3;5058;2;0,2;7932;3;20,2;13639;5;0,2;13540;5;0,8;5799;2;33,3;4821;2;38,1;5349;2
E01000807;Bromley 022C;E09000006;Bromley;6,2;28870;9;0,1;27254;9;0,0;28189;9;3,6;29010;9;-1,4;31128;10;-0,2;19287;6;16,7;20884;7;22,0;13289;5
E01000808;Bromley 025A;E09000006;Bromley;5,9;29307;9;0,1;26223;8;0,1;24034;8;4,6;27872;9;-1,2;29923;10;-0,7;26049;8;20,7;15947;5;6,4;27638;9
E01000809;Bromley 022D;E09000006;Bromley;3,5;31745;10;0,0;30838;10;0,0;30474;10;5,4;26895;9;-1,5;31275;10;-0,4;22529;7;16,2;21580;7;6,3;27847;9
E01000810;Bromley 025B;E09000006;Bromley;1,8;32700;10;0,0;32584;10;0,0;31666;10;2,2;30748;10;-1,9;32416;10;-0,7;26232;8;12,5;26077;8;6,2;27932;9
E01000811;Bromley 025C;E09000006;Bromley;5,0;30306;10;0,0;29124;9;0,0;30271;10;5,9;26365;9;-1,1;29615;10;-0,4;22039;7;16,8;20821;7;14,6;18859;6
E01000812;Bromley 028D;E09000006;Bromley;12,3;21408;7;0,1;17786;6;0,1;17397;6;6,0;26166;8;-0,9;27334;9;0,3;11909;4;21,8;14593;5;12,1;21301;7
E01000813;Bromley 025D;E09000006;Bromley;3,9;31348;10;0,0;29829;10;0,0;29596;10;6,1;26082;8;-1,8;32194;10;-0,1;18368;6;8,8;29860;10;10,2;23324;8
E01000814;Bromley 028E;E09000006;Bromley;3,0;32147;10;0,0;32733;10;0,0;32316;10;0,8;32263;10;-2,2;32655;10;-0,2;19498;6;18,2;19098;6;8,5;25297;8
E01000815;Bromley 025E;E09000006;Bromley;2,0;32616;10;0,0;32712;10;0,0;32640;10;2,5;30389;10;-2,1;32609;10;-0,5;24280;8;15,0;23035;8;5,8;28349;9
E01000816;Bromley 040A;E09000006;Bromley;16,2;17426;6;0,1;16829;6;0,1;16461;6;16,7;16121;5;-0,7;26037;8;0,7;6107;2;23,1;13124;4;13,5;19869;7
E01000818;Bromley 040B;E09000006;Bromley;13,2;20435;7;0,1;24147;8;0,1;22282;7;10,4;21467;7;-0,9;27304;9;0,8;5503;2;29,7;6997;3;12,2;21220;7
E01000819;Bromley 040C;E09000006;Bromley;31,8;7388;3;0,2;6402;2;0,2;7074;3;21,0;13084;4;0,5;8903;3;0,9;4232;2;27,5;8761;3;25,0;11380;4
E01000820;Bromley 008C;E09000006;Bromley;21,2;13277;5;0,2;10604;4;0,2;8806;3;5,7;26490;9;0,4;11246;4;0,2;12753;4;21,3;15221;5;16,8;16957;6
E01000822;Bromley 008D;E09000006;Bromley;13,5;20185;7;0,1;14900;5;0,1;18173;6;6,7;25432;8;-0,2;18553;6;-0,2;19357;6;19,2;17802;6;18,4;15791;5
E01000823;Bromley 008E;E09000006;Bromley;9,1;25329;8;0,1;23637;8;0,1;23126;8;1,7;31342;10;-1,0;28401;9;0,2;13278;5;20,2;16514;6;20,1;14585;5
E01000824;Bromley 008F;E09000006;Bromley;17,5;16345;5;0,1;13584;5;0,1;14980;5;3,9;28645;9;-0,2;19843;7;0,3;11417;4;23,1;13072;4;31,4;8050;3
E01000825;Bromley 008G;E09000006;Bromley;17,6;16211;5;0,1;15008;5;0,1;12348;4;3,5;29147;9;0,0;15957;5;-0,5;23879;8;23,2;12928;4;36,3;6037;2
E01000826;Bromley 021A;E09000006;Bromley;3,6;31618;10;0,0;32480;10;0,0;31806;10;1,3;31786;10;-1,8;32290;10;-0,4;22271;7;22,5;13754;5;9,3;24349;8
E01000827;Bromley 021B;E09000006;Bromley;5,9;29280;9;0,1;23544;8;0,1;27727;9;3,0;29804;10;-1,8;32278;10;-0,2;20296;7;19,5;17490;6;9,7;23843;8
E01000828;Bromley 011E;E09000006;Bromley;10,4;23758;8;0,1;23923;8;0,1;22726;7;2,3;30651;10;-0,6;24339;8;0,0;16063;5;30,3;6619;3;12,2;21174;7
E01000829;Bromley 018E;E09000006;Bromley;7,0;27975;9;0,1;24261;8;0,0;28486;9;3,7;28978;9;-1,4;31161;10;-0,3;20436;7;22,3;13996;5;16,9;16900;6
E01000830;Bromley 021C;E09000006;Bromley;3,1;31992;10;0,0;32470;10;0,0;32297;10;1,3;31758;10;-2,2;32640;10;-0,4;22637;7;19,7;17205;6;10,4;23126;8
E01000831;Bromley 021D;E09000006;Bromley;7,9;26845;9;0,1;24531;8;0,1;27909;9;1,3;31688;10;-1,0;28697;9;-0,3;20542;7;27,3;8942;3;16,7;17055;6
E01000832;Bromley 030A;E09000006;Bromley;5,7;29462;9;0,0;28994;9;0,0;31159;10;2,5;30313;10;-1,4;31221;10;-0,1;18711;6;26,0;10015;4;10,7;22755;7
E01000833;Bromley 021E;E09000006;Bromley;2,7;32301;10;0,0;31855;10;0,0;31722;10;2,3;30581;10;-1,9;32430;10;-0,4;22142;7;15,9;21873;7;6,9;27106;9
E01000834;Bromley 027E;E09000006;Bromley;3,2;31955;10;0,0;31270;10;0,0;31236;10;6,5;25598;8;-1,4;31162;10;-0,9;28770;9;16,6;21078;7;8,4;25342;8
E01000835;Bromley 030B;E09000006;Bromley;8,4;26198;8;0,1;20620;7;0,1;26739;9;7,3;24722;8;-1,0;28703;9;-0,3;20661;7;17,9;19407;6;19,6;14967;5
E01000836;Bromley 030C;E09000006;Bromley;4,1;31158;10;0,0;30659;10;0,0;31454;10;4,7;27698;9;-1,6;31659;10;-0,9;28873;9;23,7;12398;4;9,0;24631;8
E01000837;Bromley 030D;E09000006;Bromley;11,8;22031;7;0,1;19073;6;0,1;17716;6;7,1;24944;8;-0,8;26841;9;0,2;13907;5;21,4;15097;5;13,1;20351;7
E01000838;Bromley 030E;E09000006;Bromley;5,1;30201;10;0,0;30008;10;0,0;29092;9;5,6;26602;9;-1,5;31327;10;0,0;16285;5;17,9;19403;6;9,4;24180;8
E01000839;Bromley 030F;E09000006;Bromley;3,7;31539;10;0,0;31748;10;0,0;32375;10;3,4;29278;9;-1,7;31884;10;-0,1;18167;6;18,4;18761;6;9,2;24416;8
E01000840;Bromley 030G;E09000006;Bromley;8,3;26310;9;0,1;26295;9;0,1;26661;9;4,1;28494;9;-1,0;28916;9;-0,4;22274;7;33,2;4866;2;8,7;25006;8
E01000841;Bromley 030H;E09000006;Bromley;4,4;30869;10;0,0;29133;9;0,0;29517;9;5,1;27278;9;-1,7;31971;10;-0,2;19471;6;15,1;22967;7;10,5;22975;7
E01032562;Bromley 040D;E09000006;Bromley;35,6;5929;2;0,3;5042;2;0,2;4868;2;28,5;9202;3;0,4;11010;4;1,2;1959;1;27,8;8487;3;14,0;19450;6
E01032563;Bromley 040E;E09000006;Bromley;8,1;26575;9;0,1;27201;9;0,1;27245;9;3,8;28830;9;-0,8;27067;9;0,7;6871;3;17,4;20033;7;12,4;20985;7
E01032568;Bromley 041E;E09000006;Bromley;29,4;8525;3;0,2;7080;3;0,2;8615;3;27,3;9763;3;0,0;16266;5;0,8;4944;2;29,6;7072;3;23,2;12482;4
E01032570;Bromley 042D;E09000006;Bromley;12,3;21472;7;0,1;16643;6;0,1;17450;6;11,7;20325;7;-0,8;26240;8;0,2;13438;5;19,3;17749;6;5,7;28539;9
E01000842;Camden 011A;E09000007;Camden;12,4;21358;7;0,1;24713;8;0,1;25891;8;9,4;22443;7;-1,2;30179;10;0,1;14404;5;17,8;19565;6;50,7;2137;1
E01000843;Camden 014A;E09000007;Camden;18,0;15915;5;0,2;11383;4;0,1;21407;7;10,5;21342;7;-0,6;24784;8;0,0;16990;6;20,7;15905;5;49,9;2288;1
E01000844;Camden 011B;E09000007;Camden;14,5;19087;6;0,1;25807;8;0,1;25996;8;11,8;20151;7;-0,7;25678;8;-0,1;17816;6;18,7;18436;6;62,5;627;1
E01000845;Camden 014B;E09000007;Camden;12,5;21173;7;0,1;19616;6;0,1;27758;9;6,2;26050;8;-0,6;24495;8;0,6;8197;3;14,4;23828;8;39,1;4997;2
E01000846;Camden 014C;E09000007;Camden;26,6;9951;4;0,2;6007;2;0,2;7699;3;6,7;25442;8;0,1;14787;5;0,3;12617;4;25,5;10468;4;33,7;7062;3
E01000847;Camden 014D;E09000007;Camden;19,6;14584;5;0,2;8219;3;0,1;13346;5;6,8;25327;8;-0,5;22626;7;-0,1;17898;6;20,3;16442;6;35,4;6376;2
E01000848;Camden 011C;E09000007;Camden;9,7;24561;8;0,1;26724;9;0,0;29823;10;5,4;26890;9;-1,2;29827;10;0,6;8200;3;13,0;25467;8;38,8;5116;2
E01000849;Camden 011D;E09000007;Camden;11,0;22980;7;0,1;26404;9;0,0;30583;10;7,3;24713;8;-1,0;28309;9;-0,2;19714;7;16,9;20657;7;55,2;1427;1
E01000850;Camden 026A;E09000007;Camden;18,1;15786;5;0,1;23813;8;0,0;30222;10;7,8;24203;8;-0,7;26178;8;0,6;8082;3;25,5;10530;4;79,8;37;1
E01000851;Camden 026B;E09000007;Camden;15,2;18390;6;0,0;28785;9;0,0;30903;10;3,6;29067;9;-1,2;30016;10;0,1;14952;5;28,1;8260;3;79,0;45;1
E01000852;Camden 026C;E09000007;Camden;19,2;14834;5;0,1;22528;7;0,1;24028;8;2,9;29908;10;0,2;12605;4;0,5;8429;3;25,7;10275;4;62,0;679;1
E01000853;Camden 025A;E09000007;Camden;36,0;5767;2;0,3;5231;2;0,2;5038;2;16,2;16473;6;0,5;9324;3;0,3;11702;4;30,4;6521;2;54,5;1522;1
E01000854;Camden 026D;E09000007;Camden;20,4;13893;5;0,1;15888;5;0,1;19370;6;6,7;25365;8;0,0;15664;5;-0,2;19284;6;31,5;5828;2;56,2;1312;1
E01000855;Camden 028A;E09000007;Camden;17,4;16377;5;0,1;25212;8;0,1;27661;9;1,8;31228;10;-0,8;26301;9;0,6;8169;3;28,1;8288;3;71,7;160;1
E01000856;Camden 019A;E09000007;Camden;38,9;4833;2;0,3;4747;2;0,2;7428;3;12,1;19883;7;0,9;5388;2;1,6;525;1;26,2;9835;3;45,4;3240;1
E01000857;Camden 018A;E09000007;Camden;16,2;17464;6;0,2;11847;4;0,1;15754;5;2,2;30724;10;-0,2;18940;6;-0,1;17470;6;13,9;24372;8;36,0;6148;2
E01000858;Camden 018B;E09000007;Camden;46,1;2960;1;0,4;1758;1;0,2;3685;2;13,5;18609;6;0,6;8245;3;2,1;63;1;29,4;7235;3;33,1;7305;3
E01000859;Camden 018C;E09000007;Camden;10,1;24133;8;0,1;25053;8;0,1;26305;9;1,5;31500;10;-1,2;30115;10;0,1;14418;5;13,6;24739;8;46,2;3038;1
E01000860;Camden 018D;E09000007;Camden;21,8;12856;4;0,2;10238;4;0,1;14557;5;6,0;26193;8;0,0;16770;6;0,5;8653;3;24,2;11863;4;41,3;4331;2
E01000861;Camden 019B;E09000007;Camden;35,4;6012;2;0,2;8482;3;0,1;10186;4;7,2;24822;8;0,3;12260;4;1,7;430;1;24,3;11802;4;73,9;106;1
E01000862;Camden 018E;E09000007;Camden;13,0;20692;7;0,1;24613;8;0,1;27430;9;0,7;32389;10;-1,0;28562;9;1,1;2914;1;12,9;25540;8;45,1;3309;2
E01000863;Camden 021A;E09000007;Camden;37,4;5313;2;0,2;8666;3;0,2;9050;3;16,2;16507;6;0,8;6304;2;1,6;476;1;23,1;13099;4;63,5;553;1
E01000864;Camden 015A;E09000007;Camden;25,4;10648;4;0,2;11112;4;0,1;12959;4;1,5;31532;10;0,2;12781;4;1,1;2654;1;22,2;14104;5;49,8;2307;1
E01000865;Camden 015B;E09000007;Camden;17,1;16639;6;0,1;21469;7;0,1;23171;8;3,1;29720;10;-0,4;21749;7;1,3;1577;1;22,7;13471;5;38,1;5335;2
E01000866;Camden 009A;E09000007;Camden;31,3;7609;3;0,2;8253;3;0,2;8344;3;4,8;27592;9;0,4;11004;4;1,1;2770;1;22,3;14019;5;59,3;943;1
E01000867;Camden 015C;E09000007;Camden;40,0;4491;2;0,3;3574;2;0,2;6074;2;22,7;12065;4;0,9;5501;2;0,7;6280;2;29,3;7335;3;52,0;1899;1
E01000868;Camden 015D;E09000007;Camden;46,8;2826;1;0,3;3884;2;0,2;3084;1;25,8;10481;4;0,7;6973;3;1,3;1428;1;39,5;2268;1;46,9;2921;1
E01000869;Camden 015E;E09000007;Camden;26,7;9869;4;0,2;9744;3;0,1;12946;4;8,9;22996;8;0,8;6349;2;0,6;7509;3;20,7;15971;5;49,3;2398;1
E01000870;Camden 009B;E09000007;Camden;35,3;6040;2;0,3;5492;2;0,2;6026;2;9,7;22157;7;0,7;7502;3;1,1;2689;1;19,0;18118;6;53,4;1703;1
E01000871;Camden 005A;E09000007;Camden;17,1;16657;6;0,1;14418;5;0,1;16274;5;3,2;29520;9;-0,6;24057;8;0,9;3941;2;18,7;18460;6;27,9;9767;3
E01000872;Camden 005B;E09000007;Camden;29,0;8689;3;0,2;10159;4;0,1;9573;3;8,8;23119;8;0,4;10810;4;0,8;5571;2;23,1;13022;4;59,4;937;1
E01000873;Camden 005C;E09000007;Camden;10,9;23092;8;0,1;20241;7;0,1;25579;8;9,8;22114;7;-0,9;27856;9;-0,1;18146;6;11,9;26703;9;38,4;5235;2
E01000874;Camden 005D;E09000007;Camden;8,8;25712;8;0,1;27655;9;0,0;30441;10;4,6;27892;9;-1,2;30110;10;-0,1;17465;6;10,4;28350;9;48,3;2609;1
E01000875;Camden 013A;E09000007;Camden;25,8;10416;4;0,2;12044;4;0,1;11799;4;21,7;12641;4;-0,1;17146;6;0,9;4756;2;22,2;14065;5;46,6;2958;1
E01000876;Camden 013B;E09000007;Camden;36,8;5505;2;0,3;4013;2;0,2;5344;2;13,2;18868;6;1,1;3947;2;0,7;6085;2;25,4;10621;4;36,3;6013;2
E01000877;Camden 005E;E09000007;Camden;11,9;21878;7;0,1;20277;7;0,1;22053;7;1,7;31261;10;-0,6;24740;8;0,1;15792;5;15,5;22386;7;40,7;4489;2
E01000878;Camden 004A;E09000007;Camden;9,0;25464;8;0,1;24140;8;0,0;30876;10;15,2;17322;6;-1,2;29802;10;-0,1;18160;6;16,1;21595;7;29,7;8839;3
E01000879;Camden 004B;E09000007;Camden;7,9;26898;9;0,0;29121;9;0,0;30612;10;1,5;31540;10;-1,3;30379;10;0,2;12768;4;14,3;23952;8;39,3;4952;2
E01000880;Camden 004C;E09000007;Camden;9,4;24930;8;0,0;28904;9;0,0;32048;10;2,8;30082;10;-1,7;32100;10;0,5;9429;3;17,8;19585;6;44,6;3420;2
E01000881;Camden 008A;E09000007;Camden;17,3;16468;6;0,1;19770;7;0,1;23692;8;8,5;23390;8;-0,7;25417;8;0,6;7118;3;21,5;14951;5;57,1;1205;1
E01000882;Camden 008B;E09000007;Camden;6,5;28585;9;0,0;29688;10;0,0;32522;10;2,8;29986;10;-1,5;31403;10;-0,4;23152;8;13,8;24513;8;41,3;4321;2
E01000883;Camden 008C;E09000007;Camden;13,5;20181;7;0,1;24064;8;0,0;31688;10;4,7;27754;9;-1,2;30029;10;0,8;4979;2;19,2;17824;6;52,5;1830;1
